	sents	ner_seq	entities	num_entities	num_tokens	prompts	empty_prompts
10	The patient had no apparent associated conditions which might have predisposed him to the development of bradyarrhythmias ; and , thus , this probably represented a true idiosyncrasy to lidocaine .	O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O	['bradyarrhythmias']	1	6	"Sentence: The patient had no apparent associated conditions which might have predisposed him to the development of bradyarrhythmias ; and , thus , this probably represented a true idiosyncrasy to lidocaine .
Diseases: bradyarrhythmias"	"Sentence: The patient had no apparent associated conditions which might have predisposed him to the development of bradyarrhythmias ; and , thus , this probably represented a true idiosyncrasy to lidocaine .
Diseases:"
11	Suxamethonium infusion rate and observed fasciculations .	O O O O O B O	['fasciculations']	1	4	"Sentence: Suxamethonium infusion rate and observed fasciculations .
Diseases: fasciculations"	"Sentence: Suxamethonium infusion rate and observed fasciculations .
Diseases:"
12	A dose - response study .	O O O O O O	[]	0	0	"Sentence: A dose - response study .
Diseases: "	"Sentence: A dose - response study .
Diseases:"
13	Suxamethonium chloride ( Sch ) was administered i . v .	O O O O O O O O O O O	[]	0	0	"Sentence: Suxamethonium chloride ( Sch ) was administered i . v .
Diseases: "	"Sentence: Suxamethonium chloride ( Sch ) was administered i . v .
Diseases:"
14	to 36 adult males at six rates :	O O O O O O O O	[]	0	0	"Sentence: to 36 adult males at six rates :
Diseases: "	"Sentence: to 36 adult males at six rates :
Diseases:"
15	0 . 25 mg s - 1 to 20 mg s - 1 .	O O O O O O O O O O O O O O	[]	0	0	"Sentence: 0 . 25 mg s - 1 to 20 mg s - 1 .
Diseases: "	"Sentence: 0 . 25 mg s - 1 to 20 mg s - 1 .
Diseases:"
16	The infusion was discontinued either when there was no muscular response to tetanic stimulation of the ulnar nerve or when Sch 120 mg was exceeded .	O O O O O O O O O O O O B O O O O O O O O O O O O O	['tetanic']	1	3	"Sentence: The infusion was discontinued either when there was no muscular response to tetanic stimulation of the ulnar nerve or when Sch 120 mg was exceeded .
Diseases: tetanic"	"Sentence: The infusion was discontinued either when there was no muscular response to tetanic stimulation of the ulnar nerve or when Sch 120 mg was exceeded .
Diseases:"
17	Six additional patients received a 30 - mg i . v .	O O O O O O O O O O O O	[]	0	0	"Sentence: Six additional patients received a 30 - mg i . v .
Diseases: "	"Sentence: Six additional patients received a 30 - mg i . v .
Diseases:"
18	bolus dose .	O O O	[]	0	0	"Sentence: bolus dose .
Diseases: "	"Sentence: bolus dose .
Diseases:"
19	Fasciculations in six areas of the body were scored from 0 to 3 and summated as a total fasciculation score .	B O O O O O O O O O O O O O O O O O B O O	['fasciculation', 'fasciculations']	2	8	"Sentence: Fasciculations in six areas of the body were scored from 0 to 3 and summated as a total fasciculation score .
Diseases: fasciculation, fasciculations"	"Sentence: Fasciculations in six areas of the body were scored from 0 to 3 and summated as a total fasciculation score .
Diseases:"
20	The times to first fasciculation , twitch suppression and tetanus suppression were inversely related to the infusion rates .	O O O O B O B O O B O O O O O O O O O	['tetanus', 'fasciculation', 'twitch']	3	9	"Sentence: The times to first fasciculation , twitch suppression and tetanus suppression were inversely related to the infusion rates .
Diseases: tetanus, fasciculation, twitch"	"Sentence: The times to first fasciculation , twitch suppression and tetanus suppression were inversely related to the infusion rates .
Diseases:"
21	Fasciculations in the six areas and the total fasciculation score were related directly to the rate of infusion .	B O O O O O O O B O O O O O O O O O O	['fasciculation', 'fasciculations']	2	8	"Sentence: Fasciculations in the six areas and the total fasciculation score were related directly to the rate of infusion .
Diseases: fasciculation, fasciculations"	"Sentence: Fasciculations in the six areas and the total fasciculation score were related directly to the rate of infusion .
Diseases:"
22	Total fasciculation scores in the 30 - mg bolus group and the 5 - mg s - 1 and 20 - mg s - 1 infusion groups were not significantly different .	O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	['fasciculation']	1	4	"Sentence: Total fasciculation scores in the 30 - mg bolus group and the 5 - mg s - 1 and 20 - mg s - 1 infusion groups were not significantly different .
Diseases: fasciculation"	"Sentence: Total fasciculation scores in the 30 - mg bolus group and the 5 - mg s - 1 and 20 - mg s - 1 infusion groups were not significantly different .
Diseases:"
23	Galanthamine hydrobromide , a longer acting anticholinesterase drug , in the treatment of the central effects of scopolamine ( Hyoscine ) .	O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: Galanthamine hydrobromide , a longer acting anticholinesterase drug , in the treatment of the central effects of scopolamine ( Hyoscine ) .
Diseases: "	"Sentence: Galanthamine hydrobromide , a longer acting anticholinesterase drug , in the treatment of the central effects of scopolamine ( Hyoscine ) .
Diseases:"
24	Galanthamine hydrobromide , an anticholinesterase drug capable of penetrating the blood - brain barrier , was used in a patient demonstrating central effects of scopolamine ( hyoscine ) overdosage .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O	['overdosage']	1	3	"Sentence: Galanthamine hydrobromide , an anticholinesterase drug capable of penetrating the blood - brain barrier , was used in a patient demonstrating central effects of scopolamine ( hyoscine ) overdosage .
Diseases: overdosage"	"Sentence: Galanthamine hydrobromide , an anticholinesterase drug capable of penetrating the blood - brain barrier , was used in a patient demonstrating central effects of scopolamine ( hyoscine ) overdosage .
Diseases:"
25	It is longer acting than physostigmine and is used in anaesthesia to reverse the non - depolarizing neuromuscular block .	O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: It is longer acting than physostigmine and is used in anaesthesia to reverse the non - depolarizing neuromuscular block .
Diseases: "	"Sentence: It is longer acting than physostigmine and is used in anaesthesia to reverse the non - depolarizing neuromuscular block .
Diseases:"
26	However , studies into the dose necessary to combating scopolamine intoxication are indicated .	O O O O O O O O O O O O O O	[]	0	0	"Sentence: However , studies into the dose necessary to combating scopolamine intoxication are indicated .
Diseases: "	"Sentence: However , studies into the dose necessary to combating scopolamine intoxication are indicated .
Diseases:"
27	Effects of uninephrectomy and high protein feeding on lithium - induced chronic renal failure in rats .	O O O O O O O O O O O B I I O O O	['chronic renal failure']	1	4	"Sentence: Effects of uninephrectomy and high protein feeding on lithium - induced chronic renal failure in rats .
Diseases: chronic renal failure"	"Sentence: Effects of uninephrectomy and high protein feeding on lithium - induced chronic renal failure in rats .
Diseases:"
28	Rats with lithium - induced nephropathy were subjected to high protein ( HP ) feeding , uninephrectomy ( NX ) or a combination of these , in an attempt to induce glomerular hyperfiltration and further progression of renal failure .	O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O	['nephropathy', 'renal failure']	2	7	"Sentence: Rats with lithium - induced nephropathy were subjected to high protein ( HP ) feeding , uninephrectomy ( NX ) or a combination of these , in an attempt to induce glomerular hyperfiltration and further progression of renal failure .
Diseases: nephropathy, renal failure"	"Sentence: Rats with lithium - induced nephropathy were subjected to high protein ( HP ) feeding , uninephrectomy ( NX ) or a combination of these , in an attempt to induce glomerular hyperfiltration and further progression of renal failure .
Diseases:"
29	Newborn female Wistar rats were fed a lithium - containing diet ( 50 mmol / kg ) for 8 weeks and then randomized to normal diet , HP diet ( 40 vs . 19 % ) , NX or HP + NX for another 8 weeks .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: Newborn female Wistar rats were fed a lithium - containing diet ( 50 mmol / kg ) for 8 weeks and then randomized to normal diet , HP diet ( 40 vs . 19 % ) , NX or HP + NX for another 8 weeks .
Diseases: "	"Sentence: Newborn female Wistar rats were fed a lithium - containing diet ( 50 mmol / kg ) for 8 weeks and then randomized to normal diet , HP diet ( 40 vs . 19 % ) , NX or HP + NX for another 8 weeks .
Diseases:"
30	Corresponding non - lithium pretreated groups were generated .	O O O O O O O O O	[]	0	0	"Sentence: Corresponding non - lithium pretreated groups were generated .
Diseases: "	"Sentence: Corresponding non - lithium pretreated groups were generated .
Diseases:"
31	When comparing all lithium treated versus non - lithium - treated groups , lithium caused a reduction in glomerular filtration rate ( GFR ) without significant changes in effective renal plasma flow ( as determined by a marker secreted into the proximal tubules ) or lithium clearance .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: When comparing all lithium treated versus non - lithium - treated groups , lithium caused a reduction in glomerular filtration rate ( GFR ) without significant changes in effective renal plasma flow ( as determined by a marker secreted into the proximal tubules ) or lithium clearance .
Diseases: "	"Sentence: When comparing all lithium treated versus non - lithium - treated groups , lithium caused a reduction in glomerular filtration rate ( GFR ) without significant changes in effective renal plasma flow ( as determined by a marker secreted into the proximal tubules ) or lithium clearance .
Diseases:"
32	Consequently , lithium pretreatment caused a fall in filtration fraction and an increase in fractional Li excretion .	O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: Consequently , lithium pretreatment caused a fall in filtration fraction and an increase in fractional Li excretion .
Diseases: "	"Sentence: Consequently , lithium pretreatment caused a fall in filtration fraction and an increase in fractional Li excretion .
Diseases:"
33	Lithium also caused proteinuria and systolic hypertension in absence of glomerulosclerosis .	O O O B O O B O O O B O	['proteinuria', 'glomerulosclerosis', 'hypertension']	3	10	"Sentence: Lithium also caused proteinuria and systolic hypertension in absence of glomerulosclerosis .
Diseases: proteinuria, glomerulosclerosis, hypertension"	"Sentence: Lithium also caused proteinuria and systolic hypertension in absence of glomerulosclerosis .
Diseases:"
34	HP failed to accentuante progression of renal failure and in fact tended to increase GFR and decrease plasma creatinine levels in lithium pretreated rats .	O O O O O O B I O O O O O O O O O O O O O O O O O	['renal failure']	1	3	"Sentence: HP failed to accentuante progression of renal failure and in fact tended to increase GFR and decrease plasma creatinine levels in lithium pretreated rats .
Diseases: renal failure"	"Sentence: HP failed to accentuante progression of renal failure and in fact tended to increase GFR and decrease plasma creatinine levels in lithium pretreated rats .
Diseases:"
35	NX caused an additive deterioration in GFR which , however , was ameliorated by HP .	O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: NX caused an additive deterioration in GFR which , however , was ameliorated by HP .
Diseases: "	"Sentence: NX caused an additive deterioration in GFR which , however , was ameliorated by HP .
Diseases:"
36	NX + HP caused a further rise in blood pressure in Li - pretreated rats .	O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: NX + HP caused a further rise in blood pressure in Li - pretreated rats .
Diseases: "	"Sentence: NX + HP caused a further rise in blood pressure in Li - pretreated rats .
Diseases:"
37	The results indicate that Li - induced nephropathy , even when the GFR is only modestly reduced , is associated with proteinuria and arterial systolic hypertension .	O O O O O O O B O O O O O O O O O O O O O B O O O B O	['nephropathy', 'proteinuria', 'hypertension']	3	9	"Sentence: The results indicate that Li - induced nephropathy , even when the GFR is only modestly reduced , is associated with proteinuria and arterial systolic hypertension .
Diseases: nephropathy, proteinuria, hypertension"	"Sentence: The results indicate that Li - induced nephropathy , even when the GFR is only modestly reduced , is associated with proteinuria and arterial systolic hypertension .
Diseases:"
38	In this model of chronic renal failure the decline in GFR is not accompanied by a corresponding fall in effective renal plasma flow , which may be the functional expression of the formation of nonfiltrating atubular glomeruli .	O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	['chronic renal failure']	1	4	"Sentence: In this model of chronic renal failure the decline in GFR is not accompanied by a corresponding fall in effective renal plasma flow , which may be the functional expression of the formation of nonfiltrating atubular glomeruli .
Diseases: chronic renal failure"	"Sentence: In this model of chronic renal failure the decline in GFR is not accompanied by a corresponding fall in effective renal plasma flow , which may be the functional expression of the formation of nonfiltrating atubular glomeruli .
Diseases:"
39	The fractional reabsorption of tubular fluid by the proximal tubules is reduced , leaving the distal delivery unchanged . ( ABSTRACT TRUNCATED AT 250 WORDS )	O O O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: The fractional reabsorption of tubular fluid by the proximal tubules is reduced , leaving the distal delivery unchanged . ( ABSTRACT TRUNCATED AT 250 WORDS )
Diseases: "	"Sentence: The fractional reabsorption of tubular fluid by the proximal tubules is reduced , leaving the distal delivery unchanged . ( ABSTRACT TRUNCATED AT 250 WORDS )
Diseases:"
40	Treatment of Crohn 's disease with fusidic acid : an antibiotic with immunosuppressive properties similar to cyclosporin .	O O B I I O O O O O O O O O O O O O	"[""crohn 's disease""]"	1	5	"Sentence: Treatment of Crohn 's disease with fusidic acid : an antibiotic with immunosuppressive properties similar to cyclosporin .
Diseases: crohn 's disease"	"Sentence: Treatment of Crohn 's disease with fusidic acid : an antibiotic with immunosuppressive properties similar to cyclosporin .
Diseases:"
41	Fusidic acid is an antibiotic with T - cell specific immunosuppressive effects similar to those of cyclosporin .	O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: Fusidic acid is an antibiotic with T - cell specific immunosuppressive effects similar to those of cyclosporin .
Diseases: "	"Sentence: Fusidic acid is an antibiotic with T - cell specific immunosuppressive effects similar to those of cyclosporin .
Diseases:"
42	Because of the need for the development of new treatments for Crohn 's disease , a pilot study was undertaken to estimate the pharmacodynamics and tolerability of fusidic acid treatment in chronic active , therapy - resistant patients .	O O O O O O O O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O	"[""crohn 's disease""]"	1	5	"Sentence: Because of the need for the development of new treatments for Crohn 's disease , a pilot study was undertaken to estimate the pharmacodynamics and tolerability of fusidic acid treatment in chronic active , therapy - resistant patients .
Diseases: crohn 's disease"	"Sentence: Because of the need for the development of new treatments for Crohn 's disease , a pilot study was undertaken to estimate the pharmacodynamics and tolerability of fusidic acid treatment in chronic active , therapy - resistant patients .
Diseases:"
43	Eight Crohn 's disease patients were included .	O B I I O O O O	"[""crohn 's disease""]"	1	5	"Sentence: Eight Crohn 's disease patients were included .
Diseases: crohn 's disease"	"Sentence: Eight Crohn 's disease patients were included .
Diseases:"
44	Fusidic acid was administered orally in a dose of 500 mg t . d . s .	O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: Fusidic acid was administered orally in a dose of 500 mg t . d . s .
Diseases: "	"Sentence: Fusidic acid was administered orally in a dose of 500 mg t . d . s .
Diseases:"
45	and the treatment was planned to last 8 weeks .	O O O O O O O O O O	[]	0	0	"Sentence: and the treatment was planned to last 8 weeks .
Diseases: "	"Sentence: and the treatment was planned to last 8 weeks .
Diseases:"
46	The disease activity was primarily measured by a modified individual grading score .	O O O O O O O O O O O O O	[]	0	0	"Sentence: The disease activity was primarily measured by a modified individual grading score .
Diseases: "	"Sentence: The disease activity was primarily measured by a modified individual grading score .
Diseases:"
47	Five of 8 patients ( 63 % ) improved during fusidic acid treatment : 3 at two weeks and 2 after four weeks .	O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: Five of 8 patients ( 63 % ) improved during fusidic acid treatment : 3 at two weeks and 2 after four weeks .
Diseases: "	"Sentence: Five of 8 patients ( 63 % ) improved during fusidic acid treatment : 3 at two weeks and 2 after four weeks .
Diseases:"
48	There were no serious clinical side effects , but dose reduction was required in two patients because of nausea .	O O O O O O O O O O O O O O O O O O B O	['nausea']	1	3	"Sentence: There were no serious clinical side effects , but dose reduction was required in two patients because of nausea .
Diseases: nausea"	"Sentence: There were no serious clinical side effects , but dose reduction was required in two patients because of nausea .
Diseases:"
49	Biochemically , an increase in alkaline phosphatases was noted in 5 of 8 cases ( 63 % ) , and the greatest increases were seen in those who had elevated levels prior to treatment .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: Biochemically , an increase in alkaline phosphatases was noted in 5 of 8 cases ( 63 % ) , and the greatest increases were seen in those who had elevated levels prior to treatment .
Diseases: "	"Sentence: Biochemically , an increase in alkaline phosphatases was noted in 5 of 8 cases ( 63 % ) , and the greatest increases were seen in those who had elevated levels prior to treatment .
Diseases:"
50	All reversed to pre - treatment levels after cessation of treatment .	O O O O O O O O O O O O	[]	0	0	"Sentence: All reversed to pre - treatment levels after cessation of treatment .
Diseases: "	"Sentence: All reversed to pre - treatment levels after cessation of treatment .
Diseases:"
51	The results of this pilot study suggest that fusidic acid may be of benefit in selected chronic active Crohn 's disease patients in whom conventional treatment is ineffective .	O O O O O O O O O O O O O O O O O O B I I O O O O O O O O	"[""crohn 's disease""]"	1	5	"Sentence: The results of this pilot study suggest that fusidic acid may be of benefit in selected chronic active Crohn 's disease patients in whom conventional treatment is ineffective .
Diseases: crohn 's disease"	"Sentence: The results of this pilot study suggest that fusidic acid may be of benefit in selected chronic active Crohn 's disease patients in whom conventional treatment is ineffective .
Diseases:"
52	Because there seems to exist a scientific rationale for the use of fusidic acid at the cytokine level in inflammatory bowel disease , we suggest that the role of this treatment should be further investigated .	O O O O O O O O O O O O O O O O O O O B I I O O O O O O O O O O O O O O	['inflammatory bowel disease']	1	3	"Sentence: Because there seems to exist a scientific rationale for the use of fusidic acid at the cytokine level in inflammatory bowel disease , we suggest that the role of this treatment should be further investigated .
Diseases: inflammatory bowel disease"	"Sentence: Because there seems to exist a scientific rationale for the use of fusidic acid at the cytokine level in inflammatory bowel disease , we suggest that the role of this treatment should be further investigated .
Diseases:"
53	Electrocardiographic evidence of myocardial injury in psychiatrically hospitalized cocaine abusers .	O O O B I O O O O O O	['myocardial injury']	1	4	"Sentence: Electrocardiographic evidence of myocardial injury in psychiatrically hospitalized cocaine abusers .
Diseases: myocardial injury"	"Sentence: Electrocardiographic evidence of myocardial injury in psychiatrically hospitalized cocaine abusers .
Diseases:"
54	The electrocardiograms ( ECG ) of 99 cocaine - abusing patients were compared with the ECGs of 50 schizophrenic controls .	O O O O O O O O O O O O O O O O O O B O O	['schizophrenic']	1	3	"Sentence: The electrocardiograms ( ECG ) of 99 cocaine - abusing patients were compared with the ECGs of 50 schizophrenic controls .
Diseases: schizophrenic"	"Sentence: The electrocardiograms ( ECG ) of 99 cocaine - abusing patients were compared with the ECGs of 50 schizophrenic controls .
Diseases:"
55	Eleven of the cocaine abusers and none of the controls had ECG evidence of significant myocardial injury defined as myocardial infarction , ischemia , and bundle branch block .	O O O O O O O O O O O O O O O B I O O B I O B O O B I I O	['bundle branch block', 'myocardial injury', 'ischemia', 'myocardial infarction']	4	20	"Sentence: Eleven of the cocaine abusers and none of the controls had ECG evidence of significant myocardial injury defined as myocardial infarction , ischemia , and bundle branch block .
Diseases: bundle branch block, myocardial injury, ischemia, myocardial infarction"	"Sentence: Eleven of the cocaine abusers and none of the controls had ECG evidence of significant myocardial injury defined as myocardial infarction , ischemia , and bundle branch block .
Diseases:"
56	Sulpiride - induced tardive dystonia .	O O O B I O	['tardive dystonia']	1	6	"Sentence: Sulpiride - induced tardive dystonia .
Diseases: tardive dystonia"	"Sentence: Sulpiride - induced tardive dystonia .
Diseases:"
57	Sulpiride is a selective D2 - receptor antagonist with antipsychotic and antidepressant properties .	O O O O O O O O O O O O O O	[]	0	0	"Sentence: Sulpiride is a selective D2 - receptor antagonist with antipsychotic and antidepressant properties .
Diseases: "	"Sentence: Sulpiride is a selective D2 - receptor antagonist with antipsychotic and antidepressant properties .
Diseases:"
58	Although initially thought to be free of extrapyramidal side effects , sulpiride - induced tardive dyskinesia and parkinsonism have been reported occasionally .	O O O O O O O O O O O O O O B I O B O O O O O	['tardive dyskinesia', 'parkinsonism']	2	11	"Sentence: Although initially thought to be free of extrapyramidal side effects , sulpiride - induced tardive dyskinesia and parkinsonism have been reported occasionally .
Diseases: tardive dyskinesia, parkinsonism"	"Sentence: Although initially thought to be free of extrapyramidal side effects , sulpiride - induced tardive dyskinesia and parkinsonism have been reported occasionally .
Diseases:"
59	We studied a 37 - year - old man who developed persistent segmental dystonia within 2 months after starting sulpiride therapy .	O O O O O O O O O O O O O B O O O O O O O O	['dystonia']	1	3	"Sentence: We studied a 37 - year - old man who developed persistent segmental dystonia within 2 months after starting sulpiride therapy .
Diseases: dystonia"	"Sentence: We studied a 37 - year - old man who developed persistent segmental dystonia within 2 months after starting sulpiride therapy .
Diseases:"
60	We could not find any previous reports of sulpiride - induced tardive dystonia .	O O O O O O O O O O O B I O	['tardive dystonia']	1	6	"Sentence: We could not find any previous reports of sulpiride - induced tardive dystonia .
Diseases: tardive dystonia"	"Sentence: We could not find any previous reports of sulpiride - induced tardive dystonia .
Diseases:"
61	Ocular and auditory toxicity in hemodialyzed patients receiving desferrioxamine .	B I I I O O O O O O	['ocular and auditory toxicity']	1	4	"Sentence: Ocular and auditory toxicity in hemodialyzed patients receiving desferrioxamine .
Diseases: ocular and auditory toxicity"	"Sentence: Ocular and auditory toxicity in hemodialyzed patients receiving desferrioxamine .
Diseases:"
62	During an 18 - month period of study 41 hemodialyzed patients receiving desferrioxamine ( 10 - 40 mg / kg BW / 3 times weekly ) for the first time were monitored for detection of audiovisual toxicity .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O	['audiovisual toxicity']	1	5	"Sentence: During an 18 - month period of study 41 hemodialyzed patients receiving desferrioxamine ( 10 - 40 mg / kg BW / 3 times weekly ) for the first time were monitored for detection of audiovisual toxicity .
Diseases: audiovisual toxicity"	"Sentence: During an 18 - month period of study 41 hemodialyzed patients receiving desferrioxamine ( 10 - 40 mg / kg BW / 3 times weekly ) for the first time were monitored for detection of audiovisual toxicity .
Diseases:"
63	6 patients presented clinical symptoms of visual or auditory toxicity .	O O O O O O B I I I O	['visual or auditory toxicity']	1	4	"Sentence: 6 patients presented clinical symptoms of visual or auditory toxicity .
Diseases: visual or auditory toxicity"	"Sentence: 6 patients presented clinical symptoms of visual or auditory toxicity .
Diseases:"
64	Moreover , detailed ophthalmologic and audiologic studies disclosed abnormalities in 7 more asymptomatic patients .	O O O O O O O O O O O O O O O	[]	0	0	"Sentence: Moreover , detailed ophthalmologic and audiologic studies disclosed abnormalities in 7 more asymptomatic patients .
Diseases: "	"Sentence: Moreover , detailed ophthalmologic and audiologic studies disclosed abnormalities in 7 more asymptomatic patients .
Diseases:"
65	Visual toxicity was of retinal origin and was characterized by a tritan - type dyschromatopsy , sometimes associated with a loss of visual acuity and pigmentary retinal deposits .	B I O O O O O O O O O O O O B O O O O B I I I I O B I I O	['pigmentary retinal deposits', 'dyschromatopsy', 'visual toxicity', 'a loss of visual acuity']	4	22	"Sentence: Visual toxicity was of retinal origin and was characterized by a tritan - type dyschromatopsy , sometimes associated with a loss of visual acuity and pigmentary retinal deposits .
Diseases: pigmentary retinal deposits, dyschromatopsy, visual toxicity, a loss of visual acuity"	"Sentence: Visual toxicity was of retinal origin and was characterized by a tritan - type dyschromatopsy , sometimes associated with a loss of visual acuity and pigmentary retinal deposits .
Diseases:"
66	Auditory toxicity was characterized by a mid - to high - frequency neurosensorial hearing loss and the lesion was of the cochlear type .	B I O O O O O O O O O O B I I O O O O O O O O O	['neurosensorial hearing loss', 'auditory toxicity']	2	10	"Sentence: Auditory toxicity was characterized by a mid - to high - frequency neurosensorial hearing loss and the lesion was of the cochlear type .
Diseases: neurosensorial hearing loss, auditory toxicity"	"Sentence: Auditory toxicity was characterized by a mid - to high - frequency neurosensorial hearing loss and the lesion was of the cochlear type .
Diseases:"
