,sents,ner_seq,entities,num_entities,num_tokens,prompts,empty_prompts
11,"The frequency , origin , and phenotypic expression of a germline MSH2 gene mutation previously identified in seven kindreds with hereditary non - polyposis cancer syndrome ( HNPCC ) was investigated .",O O O O O O O O O O O O O O O O O O O O B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O B-Disease O O O O,"['hereditary non - polyposis cancer syndrome', 'hnpcc']",2,13,"Sentence: The frequency , origin , and phenotypic expression of a germline MSH2 gene mutation previously identified in seven kindreds with hereditary non - polyposis cancer syndrome ( HNPCC ) was investigated .
Diseases: hereditary non - polyposis cancer syndrome, hnpcc","Sentence: The frequency , origin , and phenotypic expression of a germline MSH2 gene mutation previously identified in seven kindreds with hereditary non - polyposis cancer syndrome ( HNPCC ) was investigated .
Diseases:"
12,The mutation ( A - - > T at nt943 + 3 ) disrupts the 3 splice site of exon 5 leading to the deletion of this exon from MSH2 mRNA and represents the only frequent MSH2 mutation so far reported .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: The mutation ( A - - > T at nt943 + 3 ) disrupts the 3 splice site of exon 5 leading to the deletion of this exon from MSH2 mRNA and represents the only frequent MSH2 mutation so far reported .
Diseases: ","Sentence: The mutation ( A - - > T at nt943 + 3 ) disrupts the 3 splice site of exon 5 leading to the deletion of this exon from MSH2 mRNA and represents the only frequent MSH2 mutation so far reported .
Diseases:"
13,"Although this mutation was initially detected in four of 33 colorectal cancer families analysed from eastern England , more extensive analysis has reduced the frequency to four of 52 ( 8 % ) English HNPCC kindreds analysed .",O O O O O O O O O O B-Disease I-Disease O O O O O O O O O O O O O O O O O O O O O O B-Disease O O O,"['hnpcc', 'colorectal cancer']",2,9,"Sentence: Although this mutation was initially detected in four of 33 colorectal cancer families analysed from eastern England , more extensive analysis has reduced the frequency to four of 52 ( 8 % ) English HNPCC kindreds analysed .
Diseases: hnpcc, colorectal cancer","Sentence: Although this mutation was initially detected in four of 33 colorectal cancer families analysed from eastern England , more extensive analysis has reduced the frequency to four of 52 ( 8 % ) English HNPCC kindreds analysed .
Diseases:"
14,"In contrast , the MSH2 mutation was identified in 10 of 20 ( 50 % ) separately identified colorectal families from Newfoundland .",O O O O O O O O O O O O O O O O O O B-Disease O O O O,['colorectal'],1,4,"Sentence: In contrast , the MSH2 mutation was identified in 10 of 20 ( 50 % ) separately identified colorectal families from Newfoundland .
Diseases: colorectal","Sentence: In contrast , the MSH2 mutation was identified in 10 of 20 ( 50 % ) separately identified colorectal families from Newfoundland .
Diseases:"
15,"To investigate the origin of this mutation in colorectal cancer families from England ( n = 4 ) , Newfoundland ( n = 10 ) , and the United States ( n = 3 ) , haplotype analysis using microsatellite markers linked to MSH2 was performed .",O O O O O O O O B-Disease I-Disease O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,['colorectal cancer'],1,5,"Sentence: To investigate the origin of this mutation in colorectal cancer families from England ( n = 4 ) , Newfoundland ( n = 10 ) , and the United States ( n = 3 ) , haplotype analysis using microsatellite markers linked to MSH2 was performed .
Diseases: colorectal cancer","Sentence: To investigate the origin of this mutation in colorectal cancer families from England ( n = 4 ) , Newfoundland ( n = 10 ) , and the United States ( n = 3 ) , haplotype analysis using microsatellite markers linked to MSH2 was performed .
Diseases:"
16,Within the English and US families there was little evidence for a recent common origin of the MSH2 splice site mutation in most families .,O O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: Within the English and US families there was little evidence for a recent common origin of the MSH2 splice site mutation in most families .
Diseases: ","Sentence: Within the English and US families there was little evidence for a recent common origin of the MSH2 splice site mutation in most families .
Diseases:"
17,"In contrast , a common haplotype was identified at the two flanking markers ( CA5 and D2S288 ) in eight of the Newfoundland families .",O O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: In contrast , a common haplotype was identified at the two flanking markers ( CA5 and D2S288 ) in eight of the Newfoundland families .
Diseases: ","Sentence: In contrast , a common haplotype was identified at the two flanking markers ( CA5 and D2S288 ) in eight of the Newfoundland families .
Diseases:"
18,These findings suggested a founder effect within Newfoundland similar to that reported by others for two MLH1 mutations in Finnish HNPCC families .,O O O O O O O O O O O O O O O O O O O O B-Disease O O,['hnpcc'],1,3,"Sentence: These findings suggested a founder effect within Newfoundland similar to that reported by others for two MLH1 mutations in Finnish HNPCC families .
Diseases: hnpcc","Sentence: These findings suggested a founder effect within Newfoundland similar to that reported by others for two MLH1 mutations in Finnish HNPCC families .
Diseases:"
19,"We calculated age related risks of all , colorectal , endometrial , and ovarian cancers in nt943 + 3 A - - > T MSH2 mutation carriers ( n = 76 ) for all patients and for men and women separately .",O O O O O O O O B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O O O O O O O O O O O O O O O O O O O O O O O O O O O,"['colorectal , endometrial , and ovarian cancers']",1,12,"Sentence: We calculated age related risks of all , colorectal , endometrial , and ovarian cancers in nt943 + 3 A - - > T MSH2 mutation carriers ( n = 76 ) for all patients and for men and women separately .
Diseases: colorectal , endometrial , and ovarian cancers","Sentence: We calculated age related risks of all , colorectal , endometrial , and ovarian cancers in nt943 + 3 A - - > T MSH2 mutation carriers ( n = 76 ) for all patients and for men and women separately .
Diseases:"
20,"For both sexes combined , the penetrances at age 60 years for all cancers and for colorectal cancer were 0 .",O O O O O O O O O O O O O B-Disease O O B-Disease I-Disease O O O,"['colorectal cancer', 'cancers']",2,7,"Sentence: For both sexes combined , the penetrances at age 60 years for all cancers and for colorectal cancer were 0 .
Diseases: colorectal cancer, cancers","Sentence: For both sexes combined , the penetrances at age 60 years for all cancers and for colorectal cancer were 0 .
Diseases:"
21,86 and 0 .,O O O O,[],0,0,"Sentence: 86 and 0 .
Diseases: ","Sentence: 86 and 0 .
Diseases:"
22,"57 , respectively .",O O O O,[],0,0,"Sentence: 57 , respectively .
Diseases: ","Sentence: 57 , respectively .
Diseases:"
23,"The risk of colorectal cancer was significantly higher ( p < 0 . 01 ) in males than females ( 0 . 63 v 0 . 30 and 0 . 84 v 0 . 44 at ages 50 and 60 years , respectively ) .",O O O B-Disease I-Disease O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,['colorectal cancer'],1,5,"Sentence: The risk of colorectal cancer was significantly higher ( p < 0 . 01 ) in males than females ( 0 . 63 v 0 . 30 and 0 . 84 v 0 . 44 at ages 50 and 60 years , respectively ) .
Diseases: colorectal cancer","Sentence: The risk of colorectal cancer was significantly higher ( p < 0 . 01 ) in males than females ( 0 . 63 v 0 . 30 and 0 . 84 v 0 . 44 at ages 50 and 60 years , respectively ) .
Diseases:"
24,For females there was a high risk of endometrial cancer ( 0 . 5 at age 60 years ) and premenopausal ovarian cancer ( 0 . 2 at 50 years ) .,O O O O O O O O B-Disease I-Disease O O O O O O O O O O B-Disease I-Disease I-Disease O O O O O O O O O,"['endometrial cancer', 'premenopausal ovarian cancer']",2,10,"Sentence: For females there was a high risk of endometrial cancer ( 0 . 5 at age 60 years ) and premenopausal ovarian cancer ( 0 . 2 at 50 years ) .
Diseases: endometrial cancer, premenopausal ovarian cancer","Sentence: For females there was a high risk of endometrial cancer ( 0 . 5 at age 60 years ) and premenopausal ovarian cancer ( 0 . 2 at 50 years ) .
Diseases:"
25,These intersex differences in colorectal cancer risks have implications for screening programmes and for attempts to identify colorectal cancer susceptibility modifiers .,O O O O B-Disease I-Disease O O O O O O O O O O O B-Disease I-Disease O O O,['colorectal cancer'],1,5,"Sentence: These intersex differences in colorectal cancer risks have implications for screening programmes and for attempts to identify colorectal cancer susceptibility modifiers .
Diseases: colorectal cancer","Sentence: These intersex differences in colorectal cancer risks have implications for screening programmes and for attempts to identify colorectal cancer susceptibility modifiers .
Diseases:"
26,Age of onset in Huntington disease : sex specific influence of apolipoprotein E genotype and normal CAG repeat length .,O O O O B-Disease I-Disease O O O O O O O O O O O O O O,['huntington disease'],1,4,"Sentence: Age of onset in Huntington disease : sex specific influence of apolipoprotein E genotype and normal CAG repeat length .
Diseases: huntington disease","Sentence: Age of onset in Huntington disease : sex specific influence of apolipoprotein E genotype and normal CAG repeat length .
Diseases:"
27,Age of onset ( AO ) of Huntington disease ( HD ) is known to be correlated with the length of an expanded CAG repeat in the HD gene .,O O O O O O O B-Disease I-Disease O B-Disease O O O O O O O O O O O O O O O O B-Disease O O,"['hd', 'huntington disease']",2,5,"Sentence: Age of onset ( AO ) of Huntington disease ( HD ) is known to be correlated with the length of an expanded CAG repeat in the HD gene .
Diseases: hd, huntington disease","Sentence: Age of onset ( AO ) of Huntington disease ( HD ) is known to be correlated with the length of an expanded CAG repeat in the HD gene .
Diseases:"
28,"Apolipoprotein E ( APOE ) genotype , in turn , is known to influence AO in Alzheimer disease , rendering the APOE gene a likely candidate to affect AO in other neurological diseases too .",O O O O O O O O O O O O O O O O B-Disease I-Disease O O O O O O O O O O O O O B-Disease I-Disease O O,"['alzheimer disease', 'neurological diseases']",2,7,"Sentence: Apolipoprotein E ( APOE ) genotype , in turn , is known to influence AO in Alzheimer disease , rendering the APOE gene a likely candidate to affect AO in other neurological diseases too .
Diseases: alzheimer disease, neurological diseases","Sentence: Apolipoprotein E ( APOE ) genotype , in turn , is known to influence AO in Alzheimer disease , rendering the APOE gene a likely candidate to affect AO in other neurological diseases too .
Diseases:"
29,We therefore determined APOE genotype and normal CAG repeat length in the HD gene for 138 HD patients who were previously analysed with respect to CAG repeat length .,O O O O O O O O O O O O B-Disease O O O B-Disease O O O O O O O O O O O O,['hd'],1,1,"Sentence: We therefore determined APOE genotype and normal CAG repeat length in the HD gene for 138 HD patients who were previously analysed with respect to CAG repeat length .
Diseases: hd","Sentence: We therefore determined APOE genotype and normal CAG repeat length in the HD gene for 138 HD patients who were previously analysed with respect to CAG repeat length .
Diseases:"
30,Genotyping for APOE was performed blind to clinical information .,O O O O O O O O O O,[],0,0,"Sentence: Genotyping for APOE was performed blind to clinical information .
Diseases: ","Sentence: Genotyping for APOE was performed blind to clinical information .
Diseases:"
31,"In addition to highlighting the effect of the normal repeat length upon AO in maternally inherited HD and in male patients , we show that the APOE epsilon2epsilon3 genotype is associated with significantly earlier AO in males than in females .",O O O O O O O O O O O O O O O O B-Disease O O O O O O O O O O O O O O O O O O O O O O O O,['hd'],1,1,"Sentence: In addition to highlighting the effect of the normal repeat length upon AO in maternally inherited HD and in male patients , we show that the APOE epsilon2epsilon3 genotype is associated with significantly earlier AO in males than in females .
Diseases: hd","Sentence: In addition to highlighting the effect of the normal repeat length upon AO in maternally inherited HD and in male patients , we show that the APOE epsilon2epsilon3 genotype is associated with significantly earlier AO in males than in females .
Diseases:"
32,Such a sex difference in AO was not apparent for any of the other APOE genotypes .,O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: Such a sex difference in AO was not apparent for any of the other APOE genotypes .
Diseases: ","Sentence: Such a sex difference in AO was not apparent for any of the other APOE genotypes .
Diseases:"
33,Our findings suggest that subtle differences in the course of the neurodegeneration in HD may allow interacting genes to exert gender specific effects upon AO .,O O O O O O O O O O O B-Disease O B-Disease O O O O O O O O O O O O,"['neurodegeneration', 'hd']",2,8,"Sentence: Our findings suggest that subtle differences in the course of the neurodegeneration in HD may allow interacting genes to exert gender specific effects upon AO .
Diseases: neurodegeneration, hd","Sentence: Our findings suggest that subtle differences in the course of the neurodegeneration in HD may allow interacting genes to exert gender specific effects upon AO .
Diseases:"
34,Familial deficiency of the seventh component of complement associated with recurrent bacteremic infections due to Neisseria .,B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O O O B-Disease I-Disease I-Disease I-Disease I-Disease O,"['bacteremic infections due to neisseria', 'familial deficiency of the seventh component of complement']",2,19,"Sentence: Familial deficiency of the seventh component of complement associated with recurrent bacteremic infections due to Neisseria .
Diseases: bacteremic infections due to neisseria, familial deficiency of the seventh component of complement","Sentence: Familial deficiency of the seventh component of complement associated with recurrent bacteremic infections due to Neisseria .
Diseases:"
35,The serum of a 29 - year old woman with a recent episode of disseminated gonococcal infection and a history of meningococcal meningitis and arthritis as a child was found to lack serum hemolytic complement activity .,O O O O O O O O O O O O O O B-Disease I-Disease I-Disease O O O O B-Disease I-Disease O B-Disease O O O O O O O O O O O O,"['arthritis', 'meningococcal meningitis', 'disseminated gonococcal infection']",3,17,"Sentence: The serum of a 29 - year old woman with a recent episode of disseminated gonococcal infection and a history of meningococcal meningitis and arthritis as a child was found to lack serum hemolytic complement activity .
Diseases: arthritis, meningococcal meningitis, disseminated gonococcal infection","Sentence: The serum of a 29 - year old woman with a recent episode of disseminated gonococcal infection and a history of meningococcal meningitis and arthritis as a child was found to lack serum hemolytic complement activity .
Diseases:"
36,"The seventh component of complement ( C7 ) was not detected by functional or immunochemical assays , whereas other components were normal by hemolytic and immunochemical assessment .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: The seventh component of complement ( C7 ) was not detected by functional or immunochemical assays , whereas other components were normal by hemolytic and immunochemical assessment .
Diseases: ","Sentence: The seventh component of complement ( C7 ) was not detected by functional or immunochemical assays , whereas other components were normal by hemolytic and immunochemical assessment .
Diseases:"
37,"Her fresh serum lacked complement - mediated bactericidal activity against Neisseria gonorrhoeae , but the addition of fresh normal serum or purified C7 restored bactericidal activity as well as hemolytic activity .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],0,0,"Sentence: Her fresh serum lacked complement - mediated bactericidal activity against Neisseria gonorrhoeae , but the addition of fresh normal serum or purified C7 restored bactericidal activity as well as hemolytic activity .
Diseases: ","Sentence: Her fresh serum lacked complement - mediated bactericidal activity against Neisseria gonorrhoeae , but the addition of fresh normal serum or purified C7 restored bactericidal activity as well as hemolytic activity .
Diseases:"
38,The absence of functional C7 activity could not be accounted for on the basis of an inhibitor .,O B-Disease I-Disease I-Disease I-Disease O O O O O O O O O O O O O,['absence of functional c7'],1,6,"Sentence: The absence of functional C7 activity could not be accounted for on the basis of an inhibitor .
Diseases: absence of functional c7","Sentence: The absence of functional C7 activity could not be accounted for on the basis of an inhibitor .
Diseases:"
39,Opsonization and generation of chemotactic activity functioned normally .,O O O O O O O O O,[],0,0,"Sentence: Opsonization and generation of chemotactic activity functioned normally .
Diseases: ","Sentence: Opsonization and generation of chemotactic activity functioned normally .
Diseases:"
40,Complete absence of C7 was also found in one sibling who had the clinical syndrome of meningococcal meningitis and arthritis as a child and in this siblings clinically well eight - year - old son .,B-Disease I-Disease I-Disease I-Disease O O O O O O O O O O O O B-Disease I-Disease O B-Disease O O O O O O O O O O O O O O O O,"['complete absence of c7', 'arthritis', 'meningococcal meningitis']",3,15,"Sentence: Complete absence of C7 was also found in one sibling who had the clinical syndrome of meningococcal meningitis and arthritis as a child and in this siblings clinically well eight - year - old son .
Diseases: complete absence of c7, arthritis, meningococcal meningitis","Sentence: Complete absence of C7 was also found in one sibling who had the clinical syndrome of meningococcal meningitis and arthritis as a child and in this siblings clinically well eight - year - old son .
Diseases:"
41,HLA histocompatibility typing of the family members did not demonstrate evidence for genetic linkage of C7 deficiency with the major histocompatibility loci .,O O O O O O O O O O O O O O O B-Disease I-Disease O O O O O O,['c7 deficiency'],1,3,"Sentence: HLA histocompatibility typing of the family members did not demonstrate evidence for genetic linkage of C7 deficiency with the major histocompatibility loci .
Diseases: c7 deficiency","Sentence: HLA histocompatibility typing of the family members did not demonstrate evidence for genetic linkage of C7 deficiency with the major histocompatibility loci .
Diseases:"
42,This report represents the first cases of C7 deficiency associated with infectious complications and suggests that bactericidal activity may be important in host defense against bacteremic neisseria infections .,O O O O O O O B-Disease I-Disease O O O O O O O O O O O O O O O O B-Disease I-Disease I-Disease O,"['bacteremic neisseria infections', 'c7 deficiency']",2,12,"Sentence: This report represents the first cases of C7 deficiency associated with infectious complications and suggests that bactericidal activity may be important in host defense against bacteremic neisseria infections .
Diseases: bacteremic neisseria infections, c7 deficiency","Sentence: This report represents the first cases of C7 deficiency associated with infectious complications and suggests that bactericidal activity may be important in host defense against bacteremic neisseria infections .
Diseases:"
43,Increased incidence of cancer in patients with cartilage - hair hypoplasia .,O O O B-Disease O O O B-Disease I-Disease I-Disease I-Disease O,"['cancer', 'cartilage - hair hypoplasia']",2,9,"Sentence: Increased incidence of cancer in patients with cartilage - hair hypoplasia .
Diseases: cancer, cartilage - hair hypoplasia","Sentence: Increased incidence of cancer in patients with cartilage - hair hypoplasia .
Diseases:"
44,OBJECTIVE Previous reports have suggested an increased risk of cancer among patients with cartilage - hair hypoplasia ( CHH ) .,O O O O O O O O O B-Disease O O O B-Disease I-Disease I-Disease I-Disease O B-Disease O O,"['chh', 'cancer', 'cartilage - hair hypoplasia']",3,12,"Sentence: OBJECTIVE Previous reports have suggested an increased risk of cancer among patients with cartilage - hair hypoplasia ( CHH ) .
Diseases: chh, cancer, cartilage - hair hypoplasia","Sentence: OBJECTIVE Previous reports have suggested an increased risk of cancer among patients with cartilage - hair hypoplasia ( CHH ) .
Diseases:"
45,This study was carried out to further evaluate this risk among patients with CHH and their first - degree relatives .,O O O O O O O O O O O O O B-Disease O O O O O O O,['chh'],1,2,"Sentence: This study was carried out to further evaluate this risk among patients with CHH and their first - degree relatives .
Diseases: chh","Sentence: This study was carried out to further evaluate this risk among patients with CHH and their first - degree relatives .
Diseases:"
46,STUDY DESIGN One hundred twenty - two patients with CHH were identified through 2 countrywide epidemiologic surveys in 1974 and in 1986 .,O O O O O O O O O B-Disease O O O O O O O O O O O O O,['chh'],1,2,"Sentence: STUDY DESIGN One hundred twenty - two patients with CHH were identified through 2 countrywide epidemiologic surveys in 1974 and in 1986 .
Diseases: chh","Sentence: STUDY DESIGN One hundred twenty - two patients with CHH were identified through 2 countrywide epidemiologic surveys in 1974 and in 1986 .
Diseases:"
47,Their parents and nonaffected siblings were identified through the Population Register Center .,O O O O O O O O O O O O O,[],0,0,"Sentence: Their parents and nonaffected siblings were identified through the Population Register Center .
Diseases: ","Sentence: Their parents and nonaffected siblings were identified through the Population Register Center .
Diseases:"
48,This cohort underwent follow - up for cancer incidence through the Finnish Cancer Registry to the end of 1995 .,O O O O O O O B-Disease O O O O O O O O O O O O,['cancer'],1,1,"Sentence: This cohort underwent follow - up for cancer incidence through the Finnish Cancer Registry to the end of 1995 .
Diseases: cancer","Sentence: This cohort underwent follow - up for cancer incidence through the Finnish Cancer Registry to the end of 1995 .
Diseases:"
49,"RESULTS A statistically significant excess risk of cancer was seen among the patients with CHH ( standardized incidence ratio 6 . 9 , 95 % confidence interval 2 . 3 to 16 ) , which was mainly attributable to non - Hodgkins lymphoma ( standardized incidence ratio 90 , 95 % confidence interval 18 to 264 ) .",O O O O O O O B-Disease O O O O O O B-Disease O O O O O O O O O O O O O O O O O O O O O O O O B-Disease I-Disease I-Disease I-Disease O O O O O O O O O O O O O O O,"['chh', 'cancer', 'non - hodgkins lymphoma']",3,13,"Sentence: RESULTS A statistically significant excess risk of cancer was seen among the patients with CHH ( standardized incidence ratio 6 . 9 , 95 % confidence interval 2 . 3 to 16 ) , which was mainly attributable to non - Hodgkins lymphoma ( standardized incidence ratio 90 , 95 % confidence interval 18 to 264 ) .
Diseases: chh, cancer, non - hodgkins lymphoma","Sentence: RESULTS A statistically significant excess risk of cancer was seen among the patients with CHH ( standardized incidence ratio 6 . 9 , 95 % confidence interval 2 . 3 to 16 ) , which was mainly attributable to non - Hodgkins lymphoma ( standardized incidence ratio 90 , 95 % confidence interval 18 to 264 ) .
Diseases:"
50,"In addition , a significant excess risk of basal cell carcinoma was seen ( standardized incidence ratio 35 , 95 % confidence interval 7 . 2 to 102 ) .",O O O O O O O O B-Disease I-Disease I-Disease O O O O O O O O O O O O O O O O O O O,['basal cell carcinoma'],1,5,"Sentence: In addition , a significant excess risk of basal cell carcinoma was seen ( standardized incidence ratio 35 , 95 % confidence interval 7 . 2 to 102 ) .
Diseases: basal cell carcinoma","Sentence: In addition , a significant excess risk of basal cell carcinoma was seen ( standardized incidence ratio 35 , 95 % confidence interval 7 . 2 to 102 ) .
Diseases:"
51,The cancer incidence among the siblings or the parents did not differ from the average cancer incidence in the Finnish population .,O B-Disease O O O O O O O O O O O O O B-Disease O O O O O O,['cancer'],1,1,"Sentence: The cancer incidence among the siblings or the parents did not differ from the average cancer incidence in the Finnish population .
Diseases: cancer","Sentence: The cancer incidence among the siblings or the parents did not differ from the average cancer incidence in the Finnish population .
Diseases:"
52,"CONCLUSIONS This study confirms an increased risk of cancer , especially non - Hodgkins lymphoma , probably attributable to defective immunity , among patients with CHH .",O O O O O O O O B-Disease O O B-Disease I-Disease I-Disease I-Disease O O O O O O O O O O B-Disease O,"['non - hodgkins lymphoma', 'cancer', 'chh']",3,13,"Sentence: CONCLUSIONS This study confirms an increased risk of cancer , especially non - Hodgkins lymphoma , probably attributable to defective immunity , among patients with CHH .
Diseases: non - hodgkins lymphoma, cancer, chh","Sentence: CONCLUSIONS This study confirms an increased risk of cancer , especially non - Hodgkins lymphoma , probably attributable to defective immunity , among patients with CHH .
Diseases:"
53,Genotype and phenotype in patients with dihydropyrimidine dehydrogenase deficiency .,O O O O O O B-Disease I-Disease I-Disease O,['dihydropyrimidine dehydrogenase deficiency'],1,10,"Sentence: Genotype and phenotype in patients with dihydropyrimidine dehydrogenase deficiency .
Diseases: dihydropyrimidine dehydrogenase deficiency","Sentence: Genotype and phenotype in patients with dihydropyrimidine dehydrogenase deficiency .
Diseases:"
54,Dihydropyrimidine dehydrogenase ( DPD ) deficiency is an autosomal recessive disease characterised by thymine - uraciluria in homozygous deficient patients and has been associated with a variable clinical phenotype .,B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O O B-Disease I-Disease I-Disease O O O O O O O O O O O O O O O O O O O,"['dihydropyrimidine dehydrogenase ( dpd ) deficiency', 'autosomal recessive disease']",2,20,"Sentence: Dihydropyrimidine dehydrogenase ( DPD ) deficiency is an autosomal recessive disease characterised by thymine - uraciluria in homozygous deficient patients and has been associated with a variable clinical phenotype .
Diseases: dihydropyrimidine dehydrogenase ( dpd ) deficiency, autosomal recessive disease","Sentence: Dihydropyrimidine dehydrogenase ( DPD ) deficiency is an autosomal recessive disease characterised by thymine - uraciluria in homozygous deficient patients and has been associated with a variable clinical phenotype .
Diseases:"
55,"In order to understand the genetic and phenotypic basis for DPD deficiency , we have reviewed 17 families presenting 22 patients with complete deficiency of DPD .",O O O O O O O O O O B-Disease I-Disease O O O O O O O O O O O B-Disease I-Disease I-Disease O,"['deficiency of dpd', 'dpd deficiency']",2,9,"Sentence: In order to understand the genetic and phenotypic basis for DPD deficiency , we have reviewed 17 families presenting 22 patients with complete deficiency of DPD .
Diseases: deficiency of dpd, dpd deficiency","Sentence: In order to understand the genetic and phenotypic basis for DPD deficiency , we have reviewed 17 families presenting 22 patients with complete deficiency of DPD .
Diseases:"
